sentence,sentiment,sentiment_label
There's a quiet shift happening in closed-end funds (CEFs)--and it's primed to give those who buy now some very nice upside in 2023.,0,중립
"--Yoshitsu Co., Ltd, a retailer and wholesaler of Japanese beauty and health products, sundry products, and other products in Japan, today announced that it plans to expand its product portfolio with a diverse food product segment that it expects will enable it to achieve higher sales volume to increase the Company’ s profitability.. As previously disclosed in a...",1,호재
"The NASDAQ 100 Pre-Market Indicator is up 40.69 to 10,781.91. The total Pre-Market volume is currently 56,608,732 shares traded.The following are the most active stocks for the pre-market session: CytomX Therapeutics, Inc. (CTMX) is +1.26 at $3.05, with 9,878,789 shares traded.",0,중립
"(RTTNews) - MicroCloud Hologram Inc. (HOLO) shares are sliding more than 22 percent on Tuesday morning trade, after reaching the highest point yesterday. The shares have been on a bullish path since December end. There were no corporate announcements on the day to influence the s",1,호재
Histogen Inc (HSTO) could be a solid choice for investors given its recent upgrade to a Zacks Rank #1 (Strong Buy). This upgrade is essentially a reflection of an upward trend in earnings estimates -- one of the most powerful forces impacting stock prices.,1,호재
Fintel reports that Millennium Management Llc has filed a 13G/A form with the SEC disclosing ownership of 2.23MM shares of Plum Acquisition Corp. I Class A Ordinary Share (PLMI). This represents 7.0% of,0,중립
"Learn CW Investment Corporation announced it had received a notification dated January 13, 2023 from the New York Stock Exchange informing the Company that, because the number of public stockholders is less than 300, the Company is not in compliance with Section 802.01 B of the NYSE Listed Company Manual. Learn CW Investment Corporation is a blank check...",0,중립
"Health care stocks were rising pre-bell Friday, with the Vanguard Health Care Index Fund (VHT) climbing 1.6% and the Health Care Select Sector SPDR Fund (XLV) 0.4% higher.",0,중립
"The U.S. investment-grade primary bond market is kicking off 2023 with a rush of new offerings, as companies take advantage of a favourable market window to get ahead of potentially more volatility and a possible economic recession.",0,중립
(RTTNews) - Semiconductor company ChipMOS Technologies Inc. (IMOS) reported Tuesday that revenue for the fourth quarter declined 31.0 percent to NT$4.69 billion or $152.5 million from NT$6.79 billion or $221.0 million in the prior-year quarter. It also decreased 10.8 percent sequ,2,악재
Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,1,호재
(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"In light of the return of tourism, Yoshitsu Co. Ltd., a Tokyo- based provider of health, wellness, beauty products, home goods, and food, announced some new domestic duty-free shopping opportunities. Since early November, Yoshitsu has provided pickup services at its Urawa and KoshigayaRyutsudanchi stores in Saitama, Japan. Additionally, the company is offering...",0,중립
(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.15 A.M. ET).,0,중립
"On 1/19/23, Gladstone Commercial Corp's 7.50% Series B Cumulative Redeemable Preferred Stock (Symbol: GOODO) will trade ex-dividend, for its monthly dividend of $0.125, payable on 1/31/23. As a percentage of GOODO's recent share price of $20.70, this dividend works out to appr",0,중립
"The Securities and Exchange Commission (SEC) has charged Cooper Morgenthau, former Chief Financial Officer (CFO) of African Gold Acquisition Corp. (US:AGAC), with stealing over $5 million from his employer and from investors in two other companies. Morgenthau, wh",2,악재
"In trading on Monday, shares of Brighthouse Financial Inc's 6.600% Non-Cumulative Preferred Stock, Series A (Symbol: BHFAP) were yielding above the 6.5% mark based on its quarterly dividend (annualized to $1.65), with shares changing hands as low as $25.26 on the day. This c",0,중립
"Here at Zacks, we focus on our proven ranking system, which places an emphasis on earnings estimates and estimate revisions, to find winning stocks. But we also understand that investors develop their own strategies, so we are constantly looking at the latest trends in va",0,중립
"What happened Content is king, as the old maxim goes, and investors clearly took this to heart with GoPro (NASDAQ: GPRO) stock on Wednesday. The digital camera maker's share price rose by nearly 3% on the day, thanks to the announcement of a new content deal.",0,중립
"For Immediate ReleaseChicago, IL &ndash; January 27, 2023 &ndash; Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks recently featured",0,중립
"In trading on Tuesday, shares of Natura &amp; Co Holding SA (Symbol: NTCO) crossed above their 200 day moving average of $5.76, changing hands as high as $5.78 per share. Natura &amp; Co Holding SA shares are currently trading up about 8.5% on the day. The chart below shows t",0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,0,중립
"Stock Yards Bancorp (SYBT) came out with quarterly earnings of $1 per share, beating the Zacks Consensus Estimate of $0.97 per share. This compares to earnings of $0.92 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"Fintel reports that Royce &amp; Associates Lp has filed a 13G/A form with the SEC disclosing ownership of 551,514 shares of NVE Corp (NVEC). This represents 11.42% of the company.",0,중립
"There are no gains like biotech gains, a fact Biora Therapueutics ( BIOR ) investors can happily attest to following this week's market action. Shares of the micro-cap surged by over 200% after the company provided an encouraging update. Following a Type C meeting with the FDA regarding its PGN-600 Targeted Therapeutics program, which is focused on the treatment of ulcerative colitis (UC), the company said the regulatory body has provided positive feedback. And this means the company remains on course to file an IND (investigational new drug) application for the PGN-600 program, which will be followed by the initiation of clinical studies. Biora anticipates a trial will kick off in Q2, with data readouts expected in Q3. H.C. Wainwright analyst Joseph Pantginis is confident development will go according to plan. “Subsequent to the disclosure of positive FDA engagement and conversations with management, we believe the agency is becoming increasingly on board with the Targeted Therapeutics platform,” the analyst opined. “We remind investors that, while the Targeted Therapeutics employs a novel delivery device, the therapeutic payloads are well studied, validated, and safe. Biora's own independent investigations have further corroborated these observations. This due diligence, in our opinion, has helped build a compelling case to the FDA to move PGN-600 forward in a rapid manner.” The Targeted Therapeutics program makes use of a smart capsule that is ingested and designed to accurately deliver therapies to the gastrointestinal tract so to help with treating IBD (inflammatory bowel disease), with the company focused on ulcerative colitis to begin with. Biora also plans on presenting results from the program at the Crohn’s &amp; Colitis Congress this month (January 19-21). These will show successful function of the device when provided with food, which could “potentially allow non-fasted administration.” If you think you’re late for the party following this week's mighty gains, don’t fret. Pantginis gives Biora shares a $65 price target, suggesting the shares will deliver incredible upside of 879% over the coming year. (To watch Pantginis’ track record, click here ) This stock appears to be flying under Wall Street’s radar right now; Pantginis’ review is the sole one to be made over the past 3 months. (See Biora stock forecast) To find good ideas for stocks trading at attractive valuations, visit TipRanks’ Best Stocks to Buy, a newly launched tool that unites all of TipRanks’ equity insights. Disclaimer: The opinions expressed in this article are solely those of the featured analyst. The content is intended to be used for informational purposes only. It is very important to do your own analysis before making any investment.",1,호재
"""Artificial intelligence (AI) is already being utilized in multiple applications. From image recognition to healthcare, e-commerce to advertising to credit scoring and many other industries - all are making use of AI’s human-like capabilities. And with computing power continuously improving, it is set to get more prevalent over time. One recent example of its impact is ChatGPT ? the AI chatbot developed by OpenAI and launched last November. The tool has quickly caught the public’s imagination with its ability to perform different tasks such as write articles, songs and even write code and its success has only highlighted how AI will keep on impacting our lives. Of course, with any fledgling industry, investors will get an opportunity to buy in and there are publicly traded companies basing their entire value proposition around AI. With this in mind, we delved into the TipRanks database and pulled out two AI-focused stocks that have the experts singing their praises. Let’s see what makes them appealing investment choices right now. SoundHound AI ( SOUN ) The first AI stock we're looking at is SoundHound AI, a voice assisting specialist. Via speech, its voice AI platform enables consumers to interact with products. This is not some esoteric segment of the market we’re talking about. The company sees a huge TAM (total addressable market) of $160 billion ahead; by 2024, there are expected to be 8 billion voice assistants in use with 75 billion connected devices operating worldwide the following year. SoundHound has some big-name clients on its roster such as Mercedes-Benz, Hyundai, Mercedes-Benz, Kia, Deutsche Telekom, Snap, Stellantis and Vizio. SoundHound only became a public entity this year, entering the market via the SPAC route back in April. It has been a trial by fire, to say the least. The shares are down by 88% since the debut as SPACs went seriously out of favor in 2022’s bear. Nevertheless, despite worries about the company being able to withstand the tough macro conditions amidst continued losses, it has been posting some impressive growth. In Q3, revenue climbed by 178% YoY to $11.2 million. The company saw a cumulative bookings backlog of $302 million, amounting to a 239% YoY increase - representing a fourth consecutive quarter of triple-digit growth and a company record. In November, the company introduced a new product called Dynamic Interaction, a conversational AI tool that enables businesses to use voice AI technology when servicing customers. Cantor’s Brett Knoblauch thinks it could be a “game-changing technology as it pertains to how humans interact with computers, and more broadly speaking, technology.” “We believe there are numerous use-cases that this technology could be utilized for, with low-hanging fruit being within customer-service settings like restaurants,” the analyst went on to add. “We believe this product 1) further expands upon SOUN's conversational AI advantage; 2) gives us greater visibility into SOUN's revenue trajectory; 3) will accelerate the mix-shift of revenue towards subscription revenue; and 4) expands SOUN's addressable market.” Conveying his confidence, Knoblauch rates SOUN as Overweight (i.e., Buy) and backs it up with a $1.60 price target, implying shares will move ~32% higher over the one-year timeframe. (To watch Knoblauch’s track record, click here) Knoblauch, while bullish on the stock, is somewhat conservative compared to the general Wall Street view here. The average price target is higher than Alexanders, at $3.70, implying a strong upside potential of ~206% from the $1.21 share price. Unsurprisingly, SOUN has a Strong Buy analyst consensus rating, based on a unanimous 3 Buys. (See SOUN stock forecast ) Perfect Corp ( PERF ) The next AI stock we’ll look at is Perfect Corp, essentially a SaaS company with a twist. The unique selling point is that it offers augmented reality and artificial solutions to the fashion and beauty sectors. So, how does that work? With the use of facial 3D modelling and deep learning tech, the company’s AI/AR makeup and hair solutions allow users to try on makeup and different hairstyles and dyes digitally. Basically, AI-powered virtual try-on offerings. In a world where so much is shifting online and consumers expect engaging experiences catered to their own style, the company is an early mover with a market leading position in this niche. Formed in 2015, some of the world’s most famous cosmetics companies are already on board; Estee Lauder Group, Coty, Kose, LVMH, and Shiseido are all using the solutions. The company has only been on the public markets since the end of last October when it IPOd via the SPAC route; at the end of November, Perfect announced unaudited financial results for the nine months of the year. Driven by an uptick in AR/AI cloud solutions and subscription revenues, total revenue increased by 22.1% year-over-year to $36.2 million, while gross profit rose from $25.6 million in the same period a year ago to $31.1 million. Even better, net income swung dramatically from a net loss of $3.1 million a year ago to $28.5 million. For Oppenheimer analyst Brian Schwartz, that is just one of the reasons that makes Perfect an appealing investment choice. """"The business is a proven disruptor of the beauty industry, has achieved scale, and is profitably growing at a fast rate,"""" the 5-star analyst said. “We think the pedigree, technology vision, strong culture, and industry experience of its CEO and leadership team will set the company up to be a vertical SaaS leader and become a good compounding growth investment… The beauty and fashion markets for AI/AR solutions are early in evolution; PERF is arguably the best growth asset in the categories for investment.” Accordingly, Schwartz rates PERF shares an Outperform (i.e., Buy), while his $10 price target implies 12-month growth of ~25%. (To watch Schwartz’s track record, click here) Looking at the consensus breakdown, 1 Buy and 2 Holds have been published in the last three months. As a result, PERF gets a Moderate Buy consensus rating. (See PERF stock forecast ) To find good ideas for AI stocks trading at attractive valuations, visit TipRanks’ Best Stocks to Buy, a newly launched tool that unites all of TipRanks’ equity insights. Disclaimer: The opinions expressed in this article are solely those of the featured analyst. The content is intended to be used for informational purposes only. It is very important to do your own analysis before making any investment.""",1,호재
"DoubleDown Interactive Co., Ltd. Sponsored ADR (DDI) could be a solid choice for investors given its recent upgrade to a Zacks Rank #1 (Strong Buy). This rating change essentially reflects an upward trend in earnings estimates -- one of the most powerful forces impacting",1,호재
(RTTNews) - Clinical-stage biotechnology company Evaxion Biotech A/S (EVAX) Thursday announced that the U.S. FDA has granted fast-track designation to its personalized cancer vaccine candidate EVX-01 in combination with KEYTRUDA.,0,중립
"In trading on Wednesday, agriculture &amp; farm products shares were relative leaders, up on the day by about 4.9%. Leading the group were shares of AppHarvest, up about 27% and shares of Village Farms International up about 7% on the day.",0,중립
Xometry (XMTR) shares ended the last trading session 6.7% higher at $31.15. The jump came on an impressive volume with a higher-than-average number of shares changing hands in the session. This compares to the stock's 6.8% loss over the past four weeks.,2,악재
(RTTNews) - Hadasit Medical Research Services and Development and BIRAD - Research & Development Company Ltd. have entered into the research and license agreement with Immix BioPharma for the development and commercialization of tissue specific therapeutics based on anti-BCMA CAR,0,중립
Fintel reports that BlackRock has filed a 13G/A form with the SEC disclosing ownership of 3.56MM shares of Personalis Inc (PSNL). This represents 7.7% of the company.,0,중립
Fintel reports that Highbridge Capital Management Llc has filed a 13G/A form with the SEC disclosing ownership of 0.00MM shares of Forest Road Acquisition Corp. II (FRXB). This represents 0.0% of the com,0,중립
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,0,중립
Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,1,호재
"“The demand for high-quality, quick-service concepts in Puerto Rico only continues to grow so we anticipate a strong reception for Fazoli’ s when we make our official debut on the island,” said Taylor Wiederhorn, Chief Development Officer of FAT Brands.“ This development deal is also significant as it serves as a strong foundation for growing Fazoli’ s on an...",1,호재
"Sendas Distribuidora S.A. - ADR (ASAI) shares closed today at 1.4% below its 52 week high of $20.98, giving the company a market cap of $5B. The stock is currently up 13.6% year-to-date, up 85.3% over the past 12 months, and u",0,중립
"In trading on Wednesday, shares of Doubleline Income Solutions Fund (Symbol: DSL) crossed below their 200 day moving average of $12.27, changing hands as low as $12.20 per share. Doubleline Income Solutions Fund shares are currently trading down about 0.4% on the day. The cha",0,중립
"Technology stocks were edging lower on late Tuesday afternoon, with the Technology Select Sector SPDR Fund (XLK) declining 0.4% while the Philadelphia Semiconductor Index was dropping 1.1%.",2,악재
"(RTTNews) - Burning Rock (BNR), a company focused on the application of next generation sequencing (NGS) technology in the field of precision oncology, announced Tuesday that its OverC Multi-Cancer Detection Blood Test (MCDBT) has been granted Breakthrough Device Designation by t",0,중립
Amtech Systems (ASYS) shares ended the last trading session 9.7% higher at $10.55. The jump came on an impressive volume with a higher-than-average number of shares changing hands in the session. This compares to the stock's 27.6% gain over the past four weeks.,1,호재
Technology stocks were leaning lower premarket Tuesday. The Technology Select Sector SPDR Fund (XLK) was down 0.6% and the iShares Semiconductor ETF (SOXX) was recently slipping by 0.7%.,0,중립
"Switzerland's Six stock exchange has opened an investigation into Alcon AG over a possible violation of rules on ad-hoc publicity, the exchange said in a statement on Friday.",0,중립
Shares of Valneva VALN have dropped 61.5% in the trailing 12 months compared with the industry&rsquo;s 39.6% decline.,2,악재
"Bogota Financial Corporation (BSBK) came out with quarterly earnings of $0.14 per share, missing the Zacks Consensus Estimate of $0.15 per share. This compares to earnings of $0.14 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
"The proven Zacks Rank system focuses on earnings estimates and estimate revisions to find winning stocks. Nevertheless, we know that our readers all have their own perspectives, so we are always looking at the latest trends in value, growth, and momentum to find strong pi",1,호재
Fintel reports that Highbridge Capital Management has filed a 13G/A form with the SEC disclosing ownership of 2.38MM shares of Juniper II Corp - Class A (JUN). This represents 7.97% of the company.,0,중립
"All amounts in U.S. dollars unless otherwise indicated.. TORONTO, ON/ ACCESSWIRE/ January 26, 2023/ Vox Royalty Corp., a returns focused mining royalty company, is excited to announce that it has realized record preliminary revenue receipts of $9.7 million for the full 2022 fiscal year. Record preliminary revenue receipts of $9.7 million for the full 2022 fiscal...",1,호재
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.50 A.M. ET).,0,중립
Today we're going to build ourselves a portfolio that hands us a 10.5% yield. And we're going to do it with just three funds.,0,중립
"After a sell-off in 2022, the new year has multiple stocks trending upward again. In fact, the Nasdaq Composite index has risen 6% since Jan. 1 as Wall Street grows optimistic over the market's prospects in 2023.",1,호재
"(RTTNews) - TherapeuticsMD Inc. (TXMD) Tuesday announced that it has completed its previously announced transaction to license its products to Mayne Pharma Group Ltd., an Australian specialty pharmaceutical company.",0,중립
"Here at Zacks, we focus on our proven ranking system, which places an emphasis on earnings estimates and estimate revisions, to find winning stocks. But we also understand that investors develop their own strategies, so we are constantly looking at the latest trends in va",0,중립
"Looking at options trading activity among components of the Russell 3000 index, there is noteworthy activity today in Target Corp (Symbol: TGT), where a total volume of 20,262 contracts has been traded thus far today, a contract volume which is representative of approximately 2",0,중립
"Investors might want to bet on Valneva SE Sponsored ADR (VALN), as it has been recently upgraded to a Zacks Rank #2 (Buy). This rating change essentially reflects an upward trend in earnings estimates -- one of the most powerful forces impacting stock prices.",1,호재
"Health care stocks turned moderately higher Friday afternoon, with the NYSE Health Care Index rising 0.3% and the Health Care Select Sector SPDR Fund (XLV) gaining 0.5%.",1,호재
(RTTNews) - Semiconductor company ChipMOS Technologies Inc. (IMOS) reported Tuesday that revenue for the fourth quarter declined 31.0 percent to NT$4.69 billion or $152.5 million from NT$6.79 billion or $221.0 million in the prior-year quarter. It also decreased 10.8 percent sequ,2,악재
"Entera Bio Ltd. (ENTX) closed at $0.90 in the latest trading session, marking a -1% move from the prior day. This change lagged the S&amp;P 500's 0.25% gain on the day. Meanwhile, the Dow gained 0.08%, and the Nasdaq, a tech-heavy index, added 7.26%.",1,호재
"In trading on Friday, entertainment shares were relative leaders, up on the day by about 3%. Leading the group were shares of Curiositystream, up about 7.4% and shares of Amc Entertainment Holdings up about 7.3% on the day.",0,중립
"Fintel reports that Cowen Financial Products LLC has filed a 13G/A form with the SEC disclosing ownership of 250,000 shares of Breeze Holdings Acquisition Corp (BREZ). This represents 5.175% of the compa",0,중립
"Looking at the universe of stocks we cover at Dividend Channel, on 2/1/23, Franklin Electric Co., Inc. (Symbol: FELE), AptarGroup Inc. (Symbol: ATR), and Westlake Chemical Partners LP (Symbol: WLKP) will all trade ex-dividend for their respective upcoming dividends. Franklin E",0,중립
"Investors in Accel Entertainment, Inc. ACEL need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 20, 2023 $15 Call had some of the highest implied volatility of all equity options today.",0,중립
"The proven Zacks Rank system focuses on earnings estimates and estimate revisions to find winning stocks. Nevertheless, we know that our readers all have their own perspectives, so we are always looking at the latest trends in value, growth, and momentum to find strong pi",1,호재
"Credit Suisse is seeing a reversal of outflows, CEO Ulrich Koerner said in an interview with CNBC in Davos on Wednesday.",0,중립
"Gladstone Capital (GLAD) closed the most recent trading day at $9.82, moving +0.72% from the previous trading session. This move lagged the S&amp;P 500's daily gain of 0.75%. Meanwhile, the Dow gained 0.4%, and the Nasdaq, a tech-heavy index, added 10.36%.",1,호재
Investors interested in Medical stocks should always be looking to find the best-performing companies in the group. Is Biohaven Ltd. (BHVN) one of those stocks right now? Let's take a closer look at the stock's year-to-date performance to find out.,0,중립
"The following companies are expected to report earnings prior to market open on 02/01/2023. Visit our Earnings Calendar for a full list of expected earnings releases.Thermo Fisher Scientific Inc (TMO)is reporting for the quarter ending December 31, 2022. The medical instruments",0,중립
"The NASDAQ 100 After Hours Indicator is down -5.29 to 11,103.16. The total After hours volume is currently 112,169,172 shares traded.The following are the most active stocks for the after hours session: Radius Global Infrastructure, Inc. (RADI) is unchanged at $11.76, with 5,888",0,중립
"Health care stocks were mixed this afternoon, with the NYSE Health Care Index and the Health Care Select Sector SPDR Fund (XLV) little changed.",0,중립
"First Financial Northwest (FFNW) came out with quarterly earnings of $0.35 per share, missing the Zacks Consensus Estimate of $0.38 per share. This compares to earnings of $0.29 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 06.45 A.M. ET).,0,중립
"(RTTNews) - Kimball Electronics, Inc. (KE) Tuesday announced the appointment of Richard Phillips as chief executive officer and director, as current CEO and Chairman Donald Charron will retire on February 28. Phillips has been serving as president and CEO of Elkay Manufacturing",2,악재
(RTTNews) - SWK Holdings Corp. (SWKH) Tuesday named Jody Staggs as President and Chief Executive Officer. Staggs has been serving as interim CEO since September 2022.,2,악재
"Edwards Lifesciences Corporation EW is expected to report fourth-quarter 2022 results on Jan 25, 2023.",0,중립
"Salisbury Bancorp (SAL) came out with quarterly earnings of $0.71 per share, beating the Zacks Consensus Estimate of $0.65 per share. This compares to earnings of $0.72 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"Investors in Grupo Financiero Galicia SA (Symbol: GGAL) saw new options become available this week, for the March 17th expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the GGAL options chain for the new March 17th contracts and identified on",0,중립
"In trading on Tuesday, water utilities shares were relative leaders, up on the day by about 1.6%. Leading the group were shares of Algonquin Power &amp; Utilities, up about 5.5% and shares of CADIZ up about 5.3% on the day.",0,중립
"What happened Already off to a good start in 2023, shares of electric vehicle battery-swapping specialist Gogoro (NASDAQ: GGR) kept motoring ahead this week. According to data compiled by S&amp;P Global Market Intelligence, since the close of trading on Jan. 13, the company's sha",0,중립
"California Bank of Commerce (CALB) came out with quarterly earnings of $0.91 per share, beating the Zacks Consensus Estimate of $0.74 per share. This compares to earnings of $0.38 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"The iShares Core MSCI Pacific ETF is seeing unusually high volume in afternoon trading Tuesday, with over 2.4 million shares traded versus three month average volume of about 166,000. Shares of IPAC were up about 0.1% on the day.",0,중립
The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,0,중립
"""While """"the trend is your friend"""" when it comes to short-term investing or trading, timing entries into the trend is a key determinant of success. And increasing the odds of success by making sure the sustainability of a trend isn't easy.""",0,중립
"In trading on Thursday, shares of Kayne Anderson MLP Investment Company (Symbol: KYN) crossed above their 200 day moving average of $8.87, changing hands as high as $8.93 per share. Kayne Anderson MLP Investment Company shares are currently trading up about 1.6% on the day. T",0,중립
"Energy stocks were mixed this afternoon, with the NYSE Energy Sector Index rising 0.4% compared with a 0.6% decline for the Energy Select Sector SPDR Fund (XLE).",2,악재
"First Mid-Illinois Bancshares (FMBH) is expected to deliver a year-over-year increase in earnings on higher revenues when it reports results for the quarter ended December 2022. This widely-known consensus outlook gives a good sense of the company's earnings picture, but",1,호재
"As the saying goes, there are many possible reasons for an insider to sell a stock, but only one reason to buy -- they expect to make money. So let's look at two noteworthy recent insider buys.",0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"(RTTNews) - UroGen Pharma Ltd. (URGN) reported results from the first post-commercial utilization review of JELMYTO for pyelocalyceal solution. JELMYTO is approved for the treatment of adults with LG-UTUC, or low-grade upper tract urothelial cancer.",0,중립
Climb Global Solutions (CLMB) shares soared 6.7% in the last trading session to close at $37.15. The move was backed by solid volume with far more shares changing hands than in a normal session. This compares to the stock's 8% gain over the past four weeks.,1,호재
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
Fintel reports that Highbridge Capital Management has filed a 13G/A form with the SEC disclosing ownership of 0.61MM shares of Rose Hill Acquisition Corp - Class A (ROSE). This represents 4.23% of the co,0,중립
"--Heartland Financial USA, Inc. today reported the following results for the quarter ended December 31, 2022 compared to the quarter ended December 31, 2021:. Net income available to common stockholders of $58.6 million compared to $47.6 million, an increase of $11.1 million or 23%. Earnings per diluted common share of $1.37 compared to $1.12, an increase of...",1,호재
"Technology stocks pared most of their prior losses Wednesday afternoon, with the Technology Select Sector SPDR Fund (XLK) falling 0.3% while the Philadelphia Semiconductor Index was edging 0.1% higher.",2,악재
"DoubleDown Interactive Co., Ltd. Sponsored ADR (DDI) could be a solid choice for investors given its recent upgrade to a Zacks Rank #1 (Strong Buy). This rating change essentially reflects an upward trend in earnings estimates -- one of the most powerful forces impacting",1,호재
"Linde plc&nbsp;LIN reached an agreement to acquire the remaining interests in nexAir, LLC, one of the largest independent packaged gas distributors in&nbsp;the United States.",0,중립
"Consumer stocks have turned narrowly higher in Tuesday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) climbing 0.3% and the Consumer Discretionary Select Sector SPDR Fund (XLY) rising 0.1%.",0,중립
"In trading on Monday, shares of AllianzGI NFJ Dividend, Interest &amp; Premium Strategy Fund (Symbol: NFJ) crossed above their 200 day moving average of $12.05, changing hands as high as $12.06 per share. AllianzGI NFJ Dividend, Interest &amp; Premium Strategy Fund shares are",0,중립
Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,1,호재
Fintel reports that Millennium Management Llc has filed a 13G/A form with the SEC disclosing ownership of 0.17MM shares of InvenTrust Properties Corp (IVT). This represents 0.3% of the company.,0,중립
"The following are the top rated Financial stocks according to Validea's Price/Sales Investor model based on the published strategy of Kenneth Fisher. This value strategy rewards stocks with low P/S ratios, long-term profit growth, strong free cash flow and consistent profit margi",1,호재
"Here are three stocks with buy rank and strong income characteristics for investors to consider today, January 19th:",1,호재
"(RTTNews) - Tango Therapeutics, Inc. (TNGX) Wednesday announced FDA clearance for its Investigational New Drug or IND application for TNG462, a next-generation MTA-cooperative PRMT5 inhibitor for the treatment of patients with MTAP-deleted cancers. The Company said its TNG908 was",0,중립
"Wall Street expects a year-over-year increase in earnings on higher revenues when Brookline Bancorp (BRKL) reports results for the quarter ended December 2022. While this widely-known consensus outlook is important in gauging the company's earnings picture, a powerful fac",1,호재
The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,0,중립
(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.00 A.M. ET).,0,중립
Fintel reports that Medicxi Growth I has filed a 13G/A form with the SEC disclosing ownership of 19.96MM shares of Centessa Pharmaceuticals plc (CNTA). This represents 21.1% of the company.,1,호재
"--COMSovereign Holding Corp., a U.S.- based developer of 4 G LTE Advanced and 5 G communication systems announced the filing of its quarterly report on Form 10- Q for the period ended June 30, 2022, a requirement under its continued listing on the Nasdaq Capital Market. These actions, combined with the additional business transition initiatives implemented late...",0,중립
"Oaktree Specialty Lending (OCSL) closed at $20.09 in the latest trading session, marking a +0.7% move from the prior day. This move lagged the S&amp;P 500's daily gain of 1.1%. At the same time, the Dow added 0.61%, and the tech-heavy Nasdaq gained 6.59%.",1,호재
"Investors might want to bet on Dyne Therapeutics, Inc. (DYN), as it has been recently upgraded to a Zacks Rank #1 (Strong Buy). This upgrade primarily reflects an upward trend in earnings estimates, which is one of the most powerful forces impacting stock prices.",1,호재
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
The following are today's upgrades for Validea's Low PE Investor model based on the published strategy of John Neff. This strategy looks for firms with persistent earnings growth that trade at a discount relative to their earnings growth and dividend yield.FIRST COMMUNITY CORP (S,1,호재
"First Mid-Illinois Bancshares (FMBH) came out with quarterly earnings of $1.01 per share, beating the Zacks Consensus Estimate of $0.95 per share. This compares to earnings of $0.94 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,0,중립
"What happened NetScout Systems (NASDAQ: NTCT) shareholders trounced the market this week. The cybersecurity specialist was up 15% through Thursday trading compared to a 2.2% surge in the S&amp;P 500, according to data provided by S&amp;P Global Market Intelligence. The gain added",1,호재
Fintel reports that Juvenescence Ltd has filed a 13D/A form with the SEC disclosing ownership of 57.08MM shares of AgeX Therapeutics Inc (AGE). This represents 72.6% of the company.,0,중립
"On January 30, 2023, Ascendiant Capital initiated coverage of Heart Test Laboratories with a Buy recommendation.",0,중립
"The biotech sector was in focus with key pipeline and regulatory updates. Among these, bluebird BLUE was significantly down on the issuance of additional shares.",0,중립
"In trading on Monday, shares of Brighthouse Financial Inc's 6.600% Non-Cumulative Preferred Stock, Series A (Symbol: BHFAP) were yielding above the 6.5% mark based on its quarterly dividend (annualized to $1.65), with shares changing hands as low as $25.26 on the day. This c",0,중립
